"topic","label","docid","text","probability"
10,"topic10","3555","amp announces 2 billion loss",0.101688444036838
8,"topic8","3556","exum names lewis fernandez in doping cover up",0.102084526512227
3,"topic3","3557","rocky gully school fails to improve enrolments",0.105715814524407
1,"topic1","3558","murdoch outlines news corp initiatives to",0.101833236579616
1,"topic1","3559","mcgauran dismisses budget concerns for waste dump",0.104166431357432
6,"topic6","356","now for french open as ferrero defends monte carlo",0.102791802934829
1,"topic1","3560","italian satellite makes pacific splash down",0.101862456958657
10,"topic10","3561","documents seized in priest investigation",0.100796909196447
9,"topic9","3562","british dept store looking to introduce more wa",0.10573578472877
1,"topic1","3563","nsw nats approve three cornered contests",0.106969158861911
9,"topic9","3564","company ordered to clean up waste management",0.101021984399541
7,"topic7","3565","study finds higher costs under planned medicare",0.101729264616381
10,"topic10","3566","china urges us nth korea to renew framework",0.103410122337141
5,"topic5","3567","armstrong eyes amstel gold",0.105739015463444
10,"topic10","3568","sports complex open in south east",0.102581923228757
1,"topic1","3569","claims council focused on spence response",0.102402143193274
5,"topic5","357","greens expected to claim two upper house seats",0.103172638595304
8,"topic8","3570","sheep inquiry head discounts export ban",0.103214005231233
10,"topic10","3571","iranian detainees to finish hunger strike",0.102702283556392
9,"topic9","3572","health stand off will hamper policy wa consumer",0.101444489463361
7,"topic7","3573","model train driver charged with drink driving",0.10303570209244
5,"topic5","3574","thousands of students rally in anti war protests",0.10162418837222
2,"topic2","3575","power distributor backs energy efficient products",0.102894676226043
4,"topic4","3576","new council declares fall of saddam a national",0.101892216812471
10,"topic10","3577","fires close main highway through south east vic",0.101486669169901
10,"topic10","3578","terror fight brings nuclear submarine to wa",0.102766819699667
1,"topic1","3579","tour of valencia first stage leading placings",0.102201610637351
3,"topic3","358","informal talks to ease wto agriculture block",0.101904880610388
10,"topic10","3580","mp speaks out against nuclear waste dump",0.10163276805955
10,"topic10","3581","man faces court after car crash",0.102481540576835
5,"topic5","3582","no evidence of drink spiking at bathurst party",0.10254603159484
8,"topic8","3583","detention boss says staff trained to deal with",0.101684483645303
5,"topic5","3584","czech police stop illegal immigrants at border",0.104163824439335
9,"topic9","3585","plane makes emergency landing",0.101294947566159
8,"topic8","3586","agassi and hewitt set for wimbledon battle of the",0.102530550206383
6,"topic6","3587","tas forum focuses on public private health care",0.102684829235707
7,"topic7","3588","alp urged to get on with the game despite dismal",0.101467086214472
10,"topic10","3589","melbourne girls disappearance a prank",0.1063099594154
7,"topic7","359","iraq inspectors may search for missing nuke",0.102527990186621
8,"topic8","3590","residents in top end brace for possible cyclone",0.101830631857834
8,"topic8","3591","survey shows young australians the biggest savers",0.102228105682637
1,"topic1","3592","hong kong ignores us advice over proposed security",0.102188984021307
6,"topic6","3593","dengue fever cases still rising",0.102106596188459
4,"topic4","3594","perth farewells former foreign minister",0.102544663914415
2,"topic2","3595","hawthorns everitt suspended for one match",0.102470748538194
10,"topic10","3596","china reports dozens of new sars cases",0.101556186871583
8,"topic8","3597","indonesian tv crew missing in aceh",0.102340956462719
1,"topic1","3598","funds to help endangered species in wa",0.102206341574928
4,"topic4","3599","fixed terms prevent dictatorial pms senate clerk",0.115983853693389
2,"topic2","36","live sheep trade ban to saudi arabia set to",0.103060497209517
6,"topic6","360","greens to block proposed fta",0.101321978753402
5,"topic5","3600","first international war crimes prosecutor sworn in",0.10560388397845
1,"topic1","3601","alderman continues council seating change bid",0.105598812367875
6,"topic6","3602","marsh backs australia for cup",0.102416032696666
7,"topic7","3603","youth club planning begins",0.101684639993054
9,"topic9","3604","welfare agency clashes with senator over poverty",0.10506133544661
8,"topic8","3605","wentworths lock 10 a winner",0.103646335454436
2,"topic2","3606","farmers share in drought aid",0.101531678259292
9,"topic9","3607","novak and gaudio overshadowed by federer",0.105117768627202
2,"topic2","3608","roddick scores masters series double",0.103467228345563
6,"topic6","3609","knives replace guns as weapon of choice report",0.104038764486449
1,"topic1","361","green centre airs subdivision concerns",0.104696826619148
5,"topic5","3610","negus blasts crawford report",0.103197368855706
2,"topic2","3611","victorian moths face sex test",0.10237470388706
6,"topic6","3612","chang receives enjoyable farewell sendoff",0.10386872521874
10,"topic10","3613","hewitt out in montreal",0.10118173704763
8,"topic8","3614","israeli soldier shot dead on lebanese border",0.101879231765397
7,"topic7","3615","asx asks pan to please explain",0.101288987424293
5,"topic5","3616","emotional return for avellino hearing continues",0.102456808328604
5,"topic5","3617","dont use dope on the slopes skiers warned",0.104281748551742
3,"topic3","3618","mobil captain plead guilty to yarra pollution",0.10300078845064
6,"topic6","3619","ama confident indemnity crisis will be resolved",0.103427562574049
10,"topic10","362","clijsters denies any problem with rival henin",0.101863104674078
3,"topic3","3620","dozens hurt as nepalis press for unity government",0.107343332475786
6,"topic6","3621","drug taking police urged to come forward",0.101319525192203
10,"topic10","3622","tga powers insufficient mp",0.103823600578563
3,"topic3","3623","probe begins into balcony collapse",0.101105754850352
2,"topic2","3624","beckham kidnap trial thrown out of court",0.102949008802109
6,"topic6","3625","potential to save butterfly scientist",0.101853713149521
6,"topic6","3626","cummings is new helenus trainer",0.102110975616545
8,"topic8","3627","indonesia names aceh rebel leaders as bomb suspects",0.101178106340542
4,"topic4","3628","alessio bows out",0.101070788783084
4,"topic4","3629","baseball stadium fire may have been deliberate",0.103982563938355
1,"topic1","363","eagles pinch draw",0.101390518867039
4,"topic4","3630","darwins test venue receives icc blessing",0.103244484842562
3,"topic3","3631","thorpedo wins court battle",0.101503548899333
4,"topic4","3632","reef rezoning plan sparks boat safety fears",0.102454999234544
7,"topic7","3633","council allows poultry development",0.101421660382566
1,"topic1","3634","english premier league previews",0.102254126821004
9,"topic9","3635","qld indigenous communities go alcohol free",0.101825116471048
4,"topic4","3636","wa govt casts doubt over native title claim",0.103359707615337
9,"topic9","3637","players keeping close eye on lang park surface",0.101620278093251
7,"topic7","3638","fallon leads opals to victory",0.102068062202553
5,"topic5","3639","federal court halts texas execution",0.102663953072924
3,"topic3","364","priests victims prepare to launch group action",0.102800930554502
6,"topic6","3640","us firefighters continue to battle arizona blazes",0.101642171731391
5,"topic5","3641","rsl urges anti war protesters to lie low",0.104147040158565
9,"topic9","3642","zabel takes opening stage",0.101051994203972
4,"topic4","3643","qld shadow cabinet to head for roma",0.101636128023419
5,"topic5","3644","one in four britons says diana was murdered",0.101921686356578
3,"topic3","3645","lower winegrape harvest may have price positive",0.102002199583046
3,"topic3","3646","man charged over samurai sword stand off",0.10354477586386
8,"topic8","3647","israeli forces push into gaza strip",0.103014733667615
2,"topic2","3648","chroming room proposal to face melbourne council",0.106575130686588
3,"topic3","3649","inquiry told uni reforms will hit sa hardest",0.103049347855787
4,"topic4","365","death toll hits 44 in pakistan mosque attack",0.103838181591965
10,"topic10","3650","iverson helps philadelphia to a 2 0 lead in",0.102600887307664
1,"topic1","3651","injured venus concedes defeat",0.102771527398714
8,"topic8","3652","israeli soldier killed in gaza raid",0.104136249095355
5,"topic5","3653","speeding fines not reducing road toll says",0.107536819068556
10,"topic10","3654","plans afoot for new bowral catholic school",0.100933385166645
10,"topic10","3655","desert will become grave for invaders sabri",0.104715641815894
4,"topic4","3656","man stabbed in road rage attack",0.10163983871341
7,"topic7","3657","artistic director promising more of the old same",0.103017204997179
5,"topic5","3658","trial of former k and s corp executive delayed",0.101950193049085
8,"topic8","3659","protesters supporters gather outside gunns meeting",0.102357048224285
3,"topic3","366","police investigate longford fire",0.101325584002629
7,"topic7","3660","history will smile on iraq war blair",0.101721066365169
6,"topic6","3661","union wa newspapers to meet over planned job cuts",0.101477858887614
7,"topic7","3662","sa takes steps to save murray",0.1013092843308
1,"topic1","3663","australia risks nuclear strike",0.101317286964909
9,"topic9","3664","rsl sub branches facing anzac day funds shortfall",0.102695094049713
9,"topic9","3665","comalco signs massive alumina contract with norsk",0.110342041143125
8,"topic8","3666","fifa changes mind on oceania auto qualification",0.104779373000016
3,"topic3","3667","docs works towards boosting dareton services",0.101952995275041
6,"topic6","3668","church angered by croatias school yoga plan",0.104334515015437
2,"topic2","3669","melbourne arts festival offers free events",0.102836327421426
7,"topic7","367","no sign of missing teen as search ends",0.102283319893848
4,"topic4","3670","leicester put four past woeful leeds",0.101325593675075
6,"topic6","3671","teen out of coma but not responding",0.101872636521002
